,SalePrice
1365,207725.87162574253
1366,211960.52793230966
1367,144549.82410687977
1368,149514.37981564167
1369,242515.3472207425
1370,101728.87735898921
1371,186921.187386518
1372,250186.02057922469
1373,356694.64484002744
1374,252531.49281330977
1375,243953.46796551207
1376,98511.95513953723
1377,153990.19962592341
1378,112395.91568431607
1379,161298.38964899268
1380,74772.77994454408
1381,225543.92346542294
1382,165949.41645490797
1383,163921.22427989868
1384,112949.20579863747
1385,126135.5240888045
1386,295221.7354947282
1387,179336.26797507517
1388,289119.64035207184
1389,136968.88030345552
1390,224468.62708314066
1391,176092.11277056427
1392,135601.13102057786
1393,156419.30501075403
1394,232210.54082611576
1395,263541.1394896975
1396,180348.20641989156
1397,138193.63116409932
1398,153653.04334417975
1399,169216.32947090466
1400,115924.92632991716
1401,208194.85050913726
1402,209311.18154005497
1403,247874.75300204195
1404,117748.58548455639
1405,239191.81195809518
1406,136247.664307956
1407,106316.6860109719
1408,112213.27476772538
1409,226033.1394566031
1410,212903.4749478962
1411,156504.49885295785
1412,85935.86158898333
1413,261832.6454199819
1414,184430.77656438213
1415,232151.63923937955
1416,136406.5069924019
1417,280508.15850593906
1418,132739.63663793297
1419,222475.23651350453
1420,188603.6104959161
1421,159060.38069920184
1422,145762.11531870894
1423,213496.34715293744
1424,161958.70997144305
1425,155406.89310817898
1426,242855.1472780268
1427,143811.11803756992
1428,125447.66603156773
1429,195694.54732153122
1430,190382.93294945406
1431,150248.27713651198
1432,107881.71106874244
1433,205557.5094096457
1434,178951.14123474644
1435,199566.17315489997
1436,119567.67876020982
1437,285743.5380294713
1438,179339.94634732616
1439,191963.1222482645
1440,220713.10021228401
1441,154327.80871933245
1442,288921.9605514294
1443,111978.05884327192
1444,209945.82080488978
1445,116274.4882549753
1446,143321.2776526044
1447,249657.48355557
1448,122149.43450195412
1449,77416.09329652891
1450,131018.58216616663
1451,243608.73842034035
1452,141531.84571565036
1453,130943.58321836195
1454,196329.66962030216
1455,193765.4266566867
1456,241779.5776294478
1457,216523.5054307104
1458,132875.56635523553
1459,167202.1387206182
